# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
17	-4.303856E-02	-4.638120E-04	-6.510883E-02	5.716680E-01	1.258340E-01	1.911328E-01	4.655407E-01	2.466865E-01	2.983137E-01	1.183661E-01	4.513699E-01	7.948149E-02	5.000000E-01	0.000000E+00
18	-4.667060E-02	-1.292406E-03	-7.465987E-02	5.516680E-01	1.058340E-01	1.815450E-01	4.924222E-01	2.430254E-01	2.761724E-01	1.072955E-01	4.380665E-01	5.519966E-02	5.000000E-01	0.000000E+00
19	-5.015321E-02	-2.288370E-03	-8.467487E-02	5.316680E-01	8.583403E-02	1.714685E-01	5.144172E-01	2.380174E-01	2.540311E-01	9.622483E-02	4.231565E-01	3.533179E-02	5.000000E-01	0.000000E+00
20	-5.361508E-02	-3.430991E-03	-9.510689E-02	5.116680E-01	6.583403E-02	1.610009E-01	5.315256E-01	2.316625E-01	2.318899E-01	8.515421E-02	4.066400E-01	1.987792E-02	5.000000E-01	0.000000E+00
21	-5.724858E-02	-4.661380E-03	-1.059153E-01	4.916680E-01	4.583403E-02	1.502400E-01	5.437476E-01	2.239607E-01	2.097486E-01	7.408356E-02	3.885169E-01	8.837977E-03	5.000000E-01	0.000000E+00
22	-6.133737E-02	-5.865602E-03	-1.170639E-01	4.716680E-01	2.583403E-02	1.392836E-01	5.510829E-01	2.149120E-01	1.876073E-01	6.301294E-02	3.687874E-01	2.212013E-03	5.000000E-01	0.000000E+00
23	-6.629776E-02	-6.849585E-03	-1.285200E-01	4.516680E-01	5.834026E-03	1.282293E-01	5.535318E-01	2.045163E-01	1.654661E-01	5.194230E-02	3.474512E-01	2.862595E-09	5.000000E-01	0.000000E+00
24	-7.266935E-02	-7.350890E-03	-1.402693E-01	4.316680E-01	-1.416597E-02	1.171599E-01	5.531054E-01	1.934457E-01	1.434650E-01	4.098918E-02	3.253099E-01	0.000000E+00	4.996149E-01	0.000000E+00
25	-8.072771E-02	-7.289021E-03	-1.523317E-01	4.116680E-01	-3.416597E-02	1.061345E-01	5.486208E-01	1.823751E-01	1.227981E-01	3.115466E-02	3.031686E-01	0.000000E+00	4.955640E-01	0.000000E+00
26	-9.049513E-02	-6.732850E-03	-1.646983E-01	3.916680E-01	-5.416597E-02	9.524760E-02	5.392497E-01	1.713044E-01	1.037378E-01	2.266705E-02	2.810274E-01	0.000000E+00	4.870992E-01	0.000000E+00
27	-1.019918E-01	-5.748062E-03	-1.773607E-01	3.716680E-01	-7.416597E-02	8.459705E-02	5.249921E-01	1.602338E-01	8.628400E-02	1.552635E-02	2.588861E-01	0.000000E+00	4.742204E-01	0.000000E+00
28	-1.152376E-01	-4.385172E-03	-1.903128E-01	3.516680E-01	-9.416597E-02	7.428048E-02	5.058479E-01	1.491631E-01	7.043674E-02	9.732553E-03	2.367448E-01	0.000000E+00	4.569276E-01	0.000000E+00
29	-1.302237E-01	-2.671091E-03	-2.035489E-01	3.316680E-01	-1.141660E-01	6.439570E-02	4.818172E-01	1.380925E-01	5.619608E-02	5.285682E-03	2.146035E-01	0.000000E+00	4.352209E-01	0.000000E+00
30	-1.468568E-01	-5.918427E-04	-2.170592E-01	3.116680E-01	-1.341660E-01	5.504039E-02	4.529000E-01	1.270219E-01	4.356196E-02	2.185721E-03	1.924623E-01	0.000000E+00	4.091003E-01	0.000000E+00
31	-1.648424E-01	1.941772E-03	-2.308212E-01	2.916680E-01	-1.541660E-01	4.631227E-02	4.190962E-01	1.159512E-01	3.253437E-02	4.326652E-04	1.703210E-01	0.000000E+00	3.785656E-01	0.000000E+00
32	-1.834516E-01	5.160602E-03	-2.447800E-01	2.716680E-01	-1.741660E-01	3.830898E-02	3.805021E-01	1.048806E-01	2.311336E-02	0.000000E+00	1.482114E-01	0.000000E+00	3.437040E-01	0.000000E+00
33	-2.017086E-01	9.428801E-03	-2.588720E-01	2.516680E-01	-1.941660E-01	3.110058E-02	3.403384E-01	9.380998E-02	1.529889E-02	0.000000E+00	1.271922E-01	0.000000E+00	3.074245E-01	0.000000E+00
34	-2.193522E-01	1.504919E-02	-2.731150E-01	2.316680E-01	-2.141660E-01	2.469544E-02	3.001746E-01	8.273932E-02	9.090958E-03	0.000000E+00	1.077796E-01	0.000000E+00	2.711448E-01	0.000000E+00
35	-2.362316E-01	2.235469E-02	-2.875462E-01	2.116680E-01	-2.341660E-01	1.909359E-02	2.600108E-01	7.166870E-02	4.489594E-03	0.000000E+00	8.997358E-02	0.000000E+00	2.348653E-01	0.000000E+00
36	-2.521996E-01	3.166920E-02	-3.022019E-01	1.916680E-01	-2.541660E-01	1.429502E-02	2.198471E-01	6.059807E-02	1.494777E-03	0.000000E+00	7.377410E-02	0.000000E+00	1.985858E-01	0.000000E+00
37	-2.672393E-01	4.303089E-02	-3.170862E-01	1.716680E-01	-2.741660E-01	1.029971E-02	1.796832E-01	4.952741E-02	1.065059E-04	0.000000E+00	5.918112E-02	0.000000E+00	1.623062E-01	0.000000E+00
38	-2.818216E-01	5.540058E-02	-3.320830E-01	1.516680E-01	-2.941660E-01	7.103493E-03	1.405074E-01	3.872909E-02	0.000000E+00	0.000000E+00	4.619474E-02	0.000000E+00	1.269190E-01	0.000000E+00
39	-2.963912E-01	6.779838E-02	-3.470830E-01	1.316680E-01	-3.141660E-01	4.647624E-03	1.058941E-01	2.918838E-02	0.000000E+00	0.000000E+00	3.481491E-02	0.000000E+00	9.565317E-02	0.000000E+00
40	-3.109608E-01	8.019617E-02	-3.620830E-01	1.116680E-01	-3.341660E-01	2.835155E-03	7.616739E-02	2.099458E-02	0.000000E+00	0.000000E+00	2.504162E-02	0.000000E+00	6.880128E-02	0.000000E+00
41	-3.255305E-01	9.259400E-02	-3.770830E-01	9.166805E-02	-3.541660E-01	1.568352E-03	5.132711E-02	1.414767E-02	0.000000E+00	0.000000E+00	1.687486E-02	0.000000E+00	4.636329E-02	0.000000E+00
42	-3.401001E-01	1.049918E-01	-3.920830E-01	7.166805E-02	-3.741660E-01	7.494910E-04	3.137344E-02	8.647692E-03	0.000000E+00	0.000000E+00	1.031467E-02	0.000000E+00	2.833933E-02	0.000000E+00
43	-3.546697E-01	1.173896E-01	-4.070830E-01	5.166805E-02	-3.941660E-01	2.808382E-04	1.630630E-02	4.494625E-03	0.000000E+00	0.000000E+00	5.361036E-03	0.000000E+00	1.472932E-02	0.000000E+00
44	-3.692393E-01	1.297874E-01	-4.220830E-01	3.166805E-02	-4.141660E-01	6.466249E-05	6.125659E-03	1.688460E-03	0.000000E+00	0.000000E+00	2.013938E-03	0.000000E+00	5.533250E-03	0.000000E+00
45	-3.838089E-01	1.421852E-01	-4.370830E-01	1.166805E-02	-4.341660E-01	3.234319E-06	8.315847E-04	2.292158E-04	0.000000E+00	0.000000E+00	2.734008E-04	0.000000E+00	7.511626E-04	0.000000E+00
46	-3.922943E-01	1.494057E-01	-4.458190E-01	0.000000E+00	-4.458340E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 4 : pitch = -14.0 degree ;   roll = -20.0 degree"														
1	-1.968504E-08	1.587615E-09	-1.444690E-08	8.637421E-01	4.318711E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	-2.842130E-05	9.985366E-06	-3.038301E-05	8.437421E-01	4.118711E-01	2.499818E-01	2.732179E-03	2.500000E-01	4.990933E-01	2.493390E-01	5.000000E-01	4.975088E-01	5.000000E-01	0.000000E+00
3	-2.172488E-04	7.280866E-05	-2.343799E-04	8.237421E-01	3.918711E-01	2.498543E-01	1.092872E-02	2.500000E-01	4.963732E-01	2.473561E-01	5.000000E-01	4.900354E-01	5.000000E-01	0.000000E+00
4	-6.996292E-04	2.218799E-04	-7.625367E-04	8.037421E-01	3.718711E-01	2.495082E-01	2.458961E-02	2.500000E-01	4.918397E-01	2.440512E-01	5.000000E-01	4.775797E-01	5.000000E-01	0.000000E+00
5	-1.580586E-03	4.698352E-04	-1.742139E-03	7.837421E-01	3.518711E-01	2.488343E-01	4.371486E-02	2.500000E-01	4.854928E-01	2.394244E-01	5.000000E-01	4.601417E-01	5.000000E-01	0.000000E+00
6	-2.939512E-03	8.088664E-04	-3.279998E-03	7.637421E-01	3.318711E-01	2.477232E-01	6.830447E-02	2.500000E-01	4.773324E-01	2.334757E-01	5.000000E-01	4.377214E-01	5.000000E-01	0.000000E+00
7	-4.832913E-03	1.210751E-03	-5.466178E-03	7.437421E-01	3.118711E-01	2.460657E-01	9.835843E-02	2.500000E-01	4.673587E-01	2.262049E-01	5.000000E-01	4.103188E-01	5.000000E-01	0.000000E+00
8	-7.297238E-03	1.626046E-03	-8.377984E-03	7.237421E-01	2.918711E-01	2.437524E-01	1.338768E-01	2.500000E-01	4.555716E-01	2.176123E-01	5.000000E-01	3.779339E-01	5.000000E-01	0.000000E+00
9	-1.035153E-02	1.982363E-03	-1.208465E-02	7.037421E-01	2.718711E-01	2.406742E-01	1.748594E-01	2.500000E-01	4.419710E-01	2.076977E-01	5.000000E-01	3.405667E-01	5.000000E-01	0.000000E+00
10	-1.398780E-02	2.189459E-03	-1.664506E-02	6.837421E-01	2.518711E-01	2.367279E-01	2.199544E-01	2.500000E-01	4.265571E-01	1.967882E-01	4.995513E-01	2.994500E-01	5.000000E-01	0.000000E+00
11	-1.806339E-02	2.221616E-03	-2.204849E-02	6.637421E-01	2.318711E-01	2.318755E-01	2.652895E-01	2.500000E-01	4.093297E-01	1.858207E-01	4.973689E-01	2.581144E-01	5.000000E-01	0.000000E+00
12	-2.235495E-02	2.097370E-03	-2.825439E-02	6.437421E-01	2.118711E-01	2.261164E-01	3.106246E-01	2.500000E-01	3.902890E-01	1.748531E-01	4.933731E-01	2.167788E-01	5.000000E-01	0.000000E+00
13	-2.662181E-02	1.833828E-03	-3.523759E-02	6.237421E-01	1.918711E-01	2.194505E-01	3.559597E-01	2.500000E-01	3.694348E-01	1.638855E-01	4.875639E-01	1.754431E-01	5.000000E-01	0.000000E+00
14	-3.062933E-02	1.437755E-03	-4.297602E-02	6.037421E-01	1.718711E-01	2.118914E-01	3.990626E-01	2.494600E-01	3.475081E-01	1.529180E-01	4.799412E-01	1.361428E-01	5.000000E-01	0.000000E+00
15	-3.430523E-02	8.717493E-04	-5.139123E-02	5.837421E-01	1.518711E-01	2.035244E-01	4.367263E-01	2.476041E-01	3.255729E-01	1.419504E-01	4.705052E-01	1.018018E-01	5.000000E-01	0.000000E+00
16	-3.765221E-02	9.653131E-05	-6.039555E-02	5.637421E-01	1.318711E-01	1.944588E-01	4.689256E-01	2.444262E-01	3.036378E-01	1.309829E-01	4.592558E-01	7.244311E-02	5.000000E-01	0.000000E+00
17	-4.069929E-02	-9.086712E-04	-6.991313E-02	5.437421E-01	1.118711E-01	1.848038E-01	4.956606E-01	2.399264E-01	2.817027E-01	1.200153E-01	4.461929E-01	4.806673E-02	5.000000E-01	0.000000E+00
18	-4.351153E-02	-2.140699E-03	-7.987674E-02	5.237421E-01	9.187108E-02	1.746688E-01	5.169312E-01	2.341047E-01	2.597676E-01	1.090477E-01	4.313167E-01	2.867260E-02	5.000000E-01	0.000000E+00
19	-4.620438E-02	-3.563999E-03	-9.022476E-02	5.037421E-01	7.187108E-02	1.641630E-01	5.327375E-01	2.269610E-01	2.378324E-01	9.808017E-02	4.146270E-01	1.426077E-02	5.000000E-01	0.000000E+00
20	-4.896482E-02	-5.097477E-03	-1.008985E-01	4.837421E-01	5.187108E-02	1.533957E-01	5.430793E-01	2.184954E-01	2.158973E-01	8.711262E-02	3.961240E-01	4.831241E-03	5.000000E-01	0.000000E+00
21	-5.208146E-02	-6.594925E-03	-1.118393E-01	4.637421E-01	3.187108E-02	1.424763E-01	5.479569E-01	2.087078E-01	1.939622E-01	7.614505E-02	3.758075E-01	3.839926E-04	5.000000E-01	0.000000E+00
22	-5.597400E-02	-7.826416E-03	-1.229892E-01	4.437421E-01	1.187108E-02	1.315098E-01	5.483780E-01	1.978422E-01	1.720271E-01	6.517750E-02	3.540122E-01	0.000000E+00	5.000000E-01	0.000000E+00
23	-6.102436E-02	-8.602379E-03	-1.343497E-01	4.237421E-01	-8.128920E-03	1.205423E-01	5.483780E-01	1.868746E-01	1.500920E-01	5.420994E-02	3.320771E-01	0.000000E+00	5.000000E-01	0.000000E+00
24	-6.758400E-02	-8.783160E-03	-1.459823E-01	4.037421E-01	-2.812892E-02	1.095748E-01	5.482627E-01	1.759070E-01	1.281951E-01	4.327028E-02	3.101419E-01	0.000000E+00	4.998948E-01	0.000000E+00
25	-7.597287E-02	-8.264987E-03	-1.579409E-01	3.837421E-01	-4.812892E-02	9.863905E-02	5.444075E-01	1.649395E-01	1.075394E-01	3.323538E-02	2.882068E-01	0.000000E+00	4.963797E-01	0.000000E+00
26	-8.623569E-02	-7.100521E-03	-1.702217E-01	3.637421E-01	-6.812892E-02	8.783498E-02	5.350880E-01	1.539719E-01	8.869703E-02	2.452240E-02	2.662717E-01	0.000000E+00	4.878824E-01	0.000000E+00
27	-9.839891E-02	-5.351780E-03	-1.828171E-01	3.437421E-01	-8.812892E-02	7.727196E-02	5.203042E-01	1.430044E-01	7.166811E-02	1.713138E-02	2.443366E-01	0.000000E+00	4.744028E-01	0.000000E+00
28	-1.125064E-01	-3.062187E-03	-1.957247E-01	3.237421E-01	-1.081289E-01	6.705923E-02	5.000559E-01	1.320368E-01	5.645254E-02	1.106229E-02	2.224014E-01	0.000000E+00	4.559409E-01	0.000000E+00
29	-1.285959E-01	-2.481027E-04	-2.089459E-01	3.037421E-01	-1.281289E-01	5.730614E-02	4.743434E-01	1.210692E-01	4.305042E-02	6.315172E-03	2.004663E-01	0.000000E+00	4.324967E-01	0.000000E+00
30	-1.466451E-01	3.119142E-03	-2.224831E-01	2.837421E-01	-1.481289E-01	4.812195E-02	4.431665E-01	1.101017E-01	3.146171E-02	2.889995E-03	1.785312E-01	0.000000E+00	4.040702E-01	0.000000E+00
31	-1.664475E-01	7.149012E-03	-2.363316E-01	2.637421E-01	-1.681289E-01	3.961591E-02	4.065251E-01	9.913408E-02	2.168637E-02	7.867580E-04	1.565961E-01	0.000000E+00	3.706614E-01	0.000000E+00
32	-1.873258E-01	1.210496E-02	-2.504595E-01	2.437421E-01	-1.881289E-01	3.189736E-02	3.644195E-01	8.816653E-02	1.372446E-02	5.474757E-06	1.346610E-01	0.000000E+00	3.322703E-01	0.000000E+00
33	-2.078931E-01	1.847261E-02	-2.647926E-01	2.237421E-01	-2.081289E-01	2.506189E-02	3.191071E-01	7.719898E-02	7.575955E-03	0.000000E+00	1.134750E-01	0.000000E+00	2.909554E-01	0.000000E+00
34	-2.275340E-01	2.666333E-02	-2.793314E-01	2.037421E-01	-2.281289E-01	1.913309E-02	2.737718E-01	6.623140E-02	3.240842E-03	0.000000E+00	9.409495E-02	0.000000E+00	2.496196E-01	0.000000E+00
35	-2.461274E-01	3.691414E-02	-2.941023E-01	1.837421E-01	-2.481289E-01	1.411101E-02	2.284367E-01	5.526385E-02	7.191473E-04	0.000000E+00	7.652832E-02	0.000000E+00	2.082840E-01	0.000000E+00
36	-2.638586E-01	4.886103E-02	-3.090645E-01	1.637421E-01	-2.681289E-01	9.995602E-03	1.831344E-01	4.430421E-02	0.000000E+00	0.000000E+00	6.077509E-02	0.000000E+00	1.669782E-01	0.000000E+00
37	-2.814192E-01	6.114343E-02	-3.240645E-01	1.437421E-01	-2.881289E-01	6.762067E-03	1.411292E-01	3.414224E-02	0.000000E+00	0.000000E+00	4.683523E-02	0.000000E+00	1.286787E-01	0.000000E+00
38	-2.989799E-01	7.342577E-02	-3.390645E-01	1.237421E-01	-3.081289E-01	4.314000E-03	1.045885E-01	2.530225E-02	0.000000E+00	0.000000E+00	3.470881E-02	0.000000E+00	9.536168E-02	0.000000E+00
39	-3.165405E-01	8.570814E-02	-3.540645E-01	1.037421E-01	-3.281289E-01	2.542102E-03	7.351216E-02	1.778420E-02	0.000000E+00	0.000000E+00	2.439580E-02	0.000000E+00	6.702690E-02	0.000000E+00
40	-3.341011E-01	9.799051E-02	-3.690645E-01	8.374214E-02	-3.481289E-01	1.337087E-03	4.790017E-02	1.158810E-02	0.000000E+00	0.000000E+00	1.589618E-02	0.000000E+00	4.367440E-02	0.000000E+00
41	-3.516617E-01	1.102729E-01	-3.840645E-01	6.374214E-02	-3.681289E-01	5.896666E-04	2.775246E-02	6.713928E-03	0.000000E+00	0.000000E+00	9.209952E-03	0.000000E+00	2.530413E-02	0.000000E+00
42	-3.692223E-01	1.225553E-01	-3.990645E-01	4.374214E-02	-3.881289E-01	1.905578E-04	1.306918E-02	3.161721E-03	0.000000E+00	0.000000E+00	4.337147E-03	0.000000E+00	1.191621E-02	0.000000E+00
43	-3.867829E-01	1.348376E-01	-4.140645E-01	2.374214E-02	-4.081289E-01	3.047096E-05	3.850242E-03	9.314577E-04	0.000000E+00	0.000000E+00	1.277744E-03	0.000000E+00	3.510572E-03	0.000000E+00
44	-4.043436E-01	1.471200E-01	-4.290645E-01	3.742141E-03	-4.281289E-01	1.193069E-07	9.564764E-05	2.313926E-05	0.000000E+00	0.000000E+00	3.174169E-05	0.000000E+00	8.720958E-05	0.000000E+00
45	-4.076118E-01	1.494059E-01	-4.318561E-01	0.000000E+00	-4.318711E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 5 : pitch = -12.0 degree ;   roll = -20.0 degree"														
1	-5.414647E-09	1.587615E-09	-1.209293E-08	8.347638E-01	4.173819E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	-3.347342E-05	1.144568E-05	-3.356951E-05	8.147638E-01	3.973819E-01	2.499791E-01	3.128274E-03	2.500000E-01	4.989535E-01	2.493496E-01	5.000000E-01	4.971246E-01	5.000000E-01	0.000000E+00
3	-2.535338E-04	8.350769E-05	-2.586963E-04	7.947638E-01	3.773819E-01	2.498332E-01	1.251310E-02	2.500000E-01	4.958138E-01	2.473984E-01	5.000000E-01	4.884985E-01	5.000000E-01	0.000000E+00
4	-8.087510E-04	2.547816E-04	-8.406313E-04	7.747638E-01	3.573819E-01	2.494369E-01	2.815447E-02	2.500000E-01	4.905810E-01	2.441464E-01	5.000000E-01	4.741216E-01	5.000000E-01	0.000000E+00
5	-1.808142E-03	5.404071E-04	-1.918283E-03	7.547638E-01	3.373819E-01	2.486653E-01	5.005239E-02	2.500000E-01	4.832552E-01	2.395935E-01	5.000000E-01	4.539939E-01	5.000000E-01	0.000000E+00
6	-3.324216E-03	9.325461E-04	-3.607837E-03	7.347638E-01	3.173819E-01	2.473931E-01	7.820687E-02	2.500000E-01	4.738362E-01	2.337399E-01	5.000000E-01	4.281155E-01	5.000000E-01	0.000000E+00
7	-5.395984E-03	1.400353E-03	-6.007296E-03	7.147638E-01	2.973819E-01	2.454953E-01	1.126179E-01	2.500000E-01	4.623241E-01	2.265854E-01	5.000000E-01	3.964864E-01	5.000000E-01	0.000000E+00
8	-8.031791E-03	1.889052E-03	-9.201569E-03	6.947638E-01	2.773819E-01	2.428467E-01	1.532855E-01	2.500000E-01	4.487189E-01	2.181302E-01	5.000000E-01	3.591064E-01	5.000000E-01	0.000000E+00
9	-1.121101E-02	2.317758E-03	-1.326830E-02	6.747638E-01	2.573819E-01	2.393222E-01	2.002096E-01	2.500000E-01	4.330207E-01	2.083741E-01	5.000000E-01	3.159758E-01	5.000000E-01	0.000000E+00
10	-1.487420E-02	2.582224E-03	-1.827872E-02	6.547638E-01	2.373819E-01	2.348020E-01	2.521235E-01	2.500000E-01	4.152293E-01	1.975806E-01	4.995762E-01	2.682586E-01	5.000000E-01	0.000000E+00
11	-1.879797E-02	2.644838E-03	-2.423562E-02	6.347638E-01	2.173819E-01	2.292362E-01	3.044511E-01	2.500000E-01	3.953448E-01	1.867011E-01	4.971977E-01	2.201613E-01	5.000000E-01	0.000000E+00
12	-2.264825E-02	2.521904E-03	-3.110242E-02	6.147638E-01	1.973819E-01	2.226285E-01	3.556359E-01	2.497624E-01	3.737495E-01	1.758215E-01	4.927261E-01	1.731144E-01	5.000000E-01	0.000000E+00
13	-2.622799E-02	2.187105E-03	-3.879367E-02	5.947638E-01	1.773819E-01	2.150512E-01	4.010537E-01	2.483258E-01	3.519905E-01	1.649420E-01	4.861614E-01	1.313683E-01	5.000000E-01	0.000000E+00
14	-2.947540E-02	1.592250E-03	-4.719202E-02	5.747638E-01	1.573819E-01	2.066281E-01	4.402149E-01	2.455883E-01	3.302314E-01	1.540625E-01	4.775036E-01	9.537292E-02	5.000000E-01	0.000000E+00
15	-3.235925E-02	7.056312E-04	-5.619548E-02	5.547638E-01	1.373819E-01	1.974843E-01	4.731196E-01	2.415501E-01	3.084724E-01	1.431830E-01	4.667527E-01	6.512831E-02	5.000000E-01	0.000000E+00
16	-3.488309E-02	-4.824682E-04	-6.571386E-02	5.347638E-01	1.173819E-01	1.877450E-01	4.997677E-01	2.362110E-01	2.867133E-01	1.323035E-01	4.539087E-01	4.063445E-02	5.000000E-01	0.000000E+00
17	-3.709657E-02	-1.952736E-03	-7.566441E-02	5.147638E-01	9.738185E-02	1.775353E-01	5.201593E-01	2.295711E-01	2.649543E-01	1.214239E-01	4.389716E-01	2.189139E-02	5.000000E-01	0.000000E+00
18	-3.911299E-02	-3.645478E-03	-8.596788E-02	4.947638E-01	7.738185E-02	1.669803E-01	5.342943E-01	2.216304E-01	2.431952E-01	1.105444E-01	4.219414E-01	8.899053E-03	5.000000E-01	0.000000E+00
19	-4.113478E-02	-5.444078E-03	-9.654434E-02	4.747638E-01	5.738185E-02	1.562052E-01	5.421728E-01	2.123889E-01	2.214362E-01	9.966489E-02	4.028180E-01	1.657483E-03	5.000000E-01	0.000000E+00
20	-4.348919E-02	-7.151543E-03	-1.073090E-01	4.547638E-01	3.738185E-02	1.453349E-01	5.439761E-01	2.018843E-01	1.996772E-01	8.878537E-02	3.816623E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	-4.653720E-02	-8.554666E-03	-1.182076E-01	4.347638E-01	1.738185E-02	1.344553E-01	5.439761E-01	1.910048E-01	1.779181E-01	7.790585E-02	3.599032E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	-5.049617E-02	-9.549616E-03	-1.292643E-01	4.147638E-01	-2.618145E-03	1.235758E-01	5.439761E-01	1.801253E-01	1.561591E-01	6.702634E-02	3.381442E-01	0.000000E+00	5.000000E-01	0.000000E+00
23	-5.562991E-02	-1.001826E-02	-1.405252E-01	3.947638E-01	-2.261815E-02	1.126963E-01	5.439761E-01	1.692458E-01	1.344000E-01	5.614681E-02	3.163851E-01	0.000000E+00	5.000000E-01	0.000000E+00
24	-6.231502E-02	-9.791849E-03	-1.520555E-01	3.747638E-01	-4.261815E-02	1.018168E-01	5.439747E-01	1.583663E-01	1.126414E-01	4.526757E-02	2.946261E-01	0.000000E+00	4.999987E-01	0.000000E+00
25	-7.096935E-02	-8.693962E-03	-1.639260E-01	3.547638E-01	-6.261815E-02	9.095946E-02	5.407147E-01	1.474867E-01	9.197303E-02	3.506584E-02	2.728671E-01	0.000000E+00	4.970023E-01	0.000000E+00
26	-8.166808E-02	-6.741969E-03	-1.761410E-01	3.347638E-01	-8.261815E-02	8.022989E-02	5.311982E-01	1.366072E-01	7.339769E-02	2.616491E-02	2.511080E-01	0.000000E+00	4.882551E-01	0.000000E+00
27	-9.442691E-02	-3.987281E-03	-1.886933E-01	3.147638E-01	-1.026181E-01	6.975324E-02	5.154252E-01	1.257277E-01	5.691548E-02	1.856480E-02	2.293490E-01	0.000000E+00	4.737572E-01	0.000000E+00
28	-1.093015E-01	-4.554673E-04	-2.015841E-01	2.947638E-01	-1.226181E-01	5.965459E-02	4.933955E-01	1.148482E-01	4.252633E-02	1.226548E-02	2.075899E-01	0.000000E+00	4.535085E-01	0.000000E+00
29	-1.263727E-01	3.862114E-03	-2.148225E-01	2.747638E-01	-1.426181E-01	5.005912E-02	4.651094E-01	1.039686E-01	3.023032E-02	7.266983E-03	1.858309E-01	0.000000E+00	4.275090E-01	0.000000E+00
30	-1.457031E-01	9.025188E-03	-2.284249E-01	2.547638E-01	-1.626181E-01	4.109194E-02	4.305667E-01	9.308914E-02	2.002742E-02	3.569297E-03	1.640719E-01	0.000000E+00	3.957589E-01	0.000000E+00
31	-1.672154E-01	1.517689E-02	-2.424082E-01	2.347638E-01	-1.826181E-01	3.287815E-02	3.897674E-01	8.220959E-02	1.191760E-02	1.172412E-03	1.423128E-01	0.000000E+00	3.582578E-01	0.000000E+00
32	-1.903615E-01	2.260438E-02	-2.567679E-01	2.147638E-01	-2.026181E-01	2.554294E-02	3.427116E-01	7.133008E-02	5.900900E-03	7.634377E-05	1.205537E-01	0.000000E+00	3.150061E-01	0.000000E+00
33	-2.134743E-01	3.180775E-02	-2.714270E-01	1.947638E-01	-2.226181E-01	1.920549E-02	2.907512E-01	6.045057E-02	1.977304E-03	0.000000E+00	9.924701E-02	0.000000E+00	2.672463E-01	0.000000E+00
34	-2.354600E-01	4.298291E-02	-2.863124E-01	1.747638E-01	-2.426181E-01	1.391373E-02	2.384235E-01	4.957103E-02	1.468061E-04	0.000000E+00	7.991047E-02	0.000000E+00	2.191489E-01	0.000000E+00
35	-2.568744E-01	5.513770E-02	-3.013091E-01	1.547638E-01	-2.626181E-01	9.663437E-03	1.873197E-01	3.894596E-02	0.000000E+00	0.000000E+00	6.266710E-02	0.000000E+00	1.721765E-01	0.000000E+00
36	-2.782720E-01	6.732148E-02	-3.163090E-01	1.347638E-01	-2.826181E-01	6.380334E-03	1.420337E-01	2.953046E-02	0.000000E+00	0.000000E+00	4.751683E-02	0.000000E+00	1.305514E-01	0.000000E+00
37	-2.996697E-01	7.950530E-02	-3.313091E-01	1.147638E-01	-3.026181E-01	3.940379E-03	1.030041E-01	2.141575E-02	0.000000E+00	0.000000E+00	3.445962E-02	0.000000E+00	9.467703E-02	0.000000E+00
38	-3.210672E-01	9.168905E-02	-3.463091E-01	9.476376E-02	-3.226181E-01	2.218456E-03	7.023113E-02	1.460187E-02	0.000000E+00	0.000000E+00	2.349555E-02	0.000000E+00	6.455351E-02	0.000000E+00
39	-3.424648E-01	1.038728E-01	-3.613090E-01	7.476376E-02	-3.426181E-01	1.089426E-03	4.371471E-02	9.088798E-03	0.000000E+00	0.000000E+00	1.462459E-02	0.000000E+00	4.018073E-02	0.000000E+00
40	-3.638624E-01	1.160566E-01	-3.763090E-01	5.476376E-02	-3.626181E-01	4.281587E-04	2.345483E-02	4.876533E-03	0.000000E+00	0.000000E+00	7.846724E-03	0.000000E+00	2.155870E-02	0.000000E+00
